"TM","WD","WSPD","WS_GST","VIS","RVR1","RVR2","RVR3","RVR4","WC","TMP","TD","PS","PA","RN","HM","CA_TOT","CLA_1LYR","BASE_1LYR","CLF_1LYR","CLA_2LYR","BASE_2LYR","CLF_2LYR","CLA_3LYR","BASE_3LYR","CLF_3LYR","CLA_4LYR","BASE_4LYR","CLF_4LYR"
"2018091619","20","3","","900","","","","","10","209","203","10144","10061","0","97","7","1","10","7","6","120","3","7","200","0","","",""
"2018091620","24","3","","700","","","","","10","205","201","10150","10066","","98","7","2","35","6","5","150","3","7","200","0","","",""
"2018091621","21","2","","700","","","","","10","203","193","10150","10066","","94","7","5","150","3","7","200","0","","","","","",""
"2018091622","25","7","","700","","","","","10","228","170","10148","10065","","70","7","5","150","3","7","200","0","","","","","",""
"2018091623","25","10","","","","","","","","231","169","10149","10066","","68","","","","","","","","","","","","",""
"2018091624","26","6","","","","","","","","226","169","10148","10065","","70","","","","","","","","","","","","",""
"2018091701","21","7","","","","","","","","227","167","10147","10064","","69","","","","","","","","","","","","",""
"2018091702","24","10","","","","","","","","229","167","10147","10064","","68","","","","","","","","","","","","",""
"2018091703","25","8","","","","","","","","229","165","10149","10066","","68","","","","","","","","","","","","",""
"2018091704","25","10","","","","","","","","227","164","10151","10068","","68","","","","","","","","","","","","",""
"2018091705","25","7","","","","","","","","225","160","10151","10068","","67","","","","","","","","","","","","",""
"2018091706","26","8","","","","","","","","220","152","10154","10071","","66","","","","","","","","","","","","",""
"2018091707","26","6","","","","","","","","221","144","10156","10073","","62","","","","","","","","","","","","",""
"2018091708","28","6","","1000","","","","","","221","149","10163","10080","","64","2","2","150","3","","","","","","","","",""
"2018091709","27","6","","1000","","","","","","240","155","10171","10088","","59","1","1","200","0","","","","","","","","",""
"2018091710","4","3","","1000","","","","","","248","146","10172","10089","","53","2","2","150","3","","","","","","","","",""
"2018091711","2","6","","1000","","","","","","234","157","10171","10088","","62","0","","","","","","","","","","","",""
"2018091712","2","7","","1000","","","","","","231","166","10169","10086","","67","0","","","","","","","","","","","",""
"2018091713","2","7","","1000","","","","","","228","161","10166","10083","","66","0","","","","","","","","","","","",""
"2018091714","2","5","","1000","","","","","","231","151","10163","10080","","61","0","","","","","","","","","","","",""
"2018091715","3","5","","1000","","","","","","226","152","10163","10080","","63","2","2","200","0","","","","","","","","",""
"2018091716","7","2","","1000","","","","","","231","149","10164","10081","","60","0","","","","","","","","","","","",""
"2018091717","12","2","","1000","","","","","","228","132","10162","10079","","55","0","","","","","","","","","","","",""
"2018091718","0","0","","1000","","","","","","226","137","10165","10082","","57","0","","","","","","","","","","","",""
"2018091719","23","5","","1000","","","","","","186","149","10164","10080","","79","1","1","150","3","","","","","","","","",""
"2018091720","23","6","","1000","","","","","","179","147","10169","10085","","82","1","1","150","3","","","","","","","","",""
"2018091721","22","5","","","","","","","","177","150","10172","10088","","85","","","","","","","","","","","","",""
"2018091722","23","3","","","","","","","","182","147","10168","10084","","80","","","","","","","","","","","","",""
"2018091723","25","5","","","","","","","","204","144","10167","10083","","69","","","","","","","","","","","","",""
"2018091724","8","1","","","","","","","","186","154","10168","10084","","82","","","","","","","","","","","","",""
"2018091801","25","2","","","","","","","","182","139","10170","10086","","76","","","","","","","","","","","","",""
"2018091802","24","6","","","","","","","","188","124","10166","10082","","67","","","","","","","","","","","","",""
"2018091803","25","2","","","","","","","","183","117","10164","10080","","66","","","","","","","","","","","","",""
"2018091804","24","4","","","","","","","","183","116","10164","10080","","65","","","","","","","","","","","","",""
"2018091805","23","5","","1000","","","","","","178","113","10166","10082","","66","","","","","","","","","","","","",""
"2018091806","25","7","","","","","","","","181","111","10174","10090","","64","","","","","","","","","","","","",""
"2018091807","32","4","","","","","","","","173","112","10177","10093","","68","","","","","","","","","","","","",""
"2018091808","25","6","","1000","","","","","","197","124","10178","10094","","63","6","6","120","3","","","","","","","","",""
"2018091809","24","4","","1000","","","","","","220","142","10179","10096","","62","6","6","120","3","","","","","","","","",""
"2018091810","35","2","","1000","","","","","","234","140","10181","10098","","56","6","6","120","3","","","","","","","","",""
"2018091811","3","4","","1000","","","","","","234","150","10175","10092","","59","6","6","180","1","","","","","","","","",""
"2018091812","2","6","","1000","","","","","","231","171","10170","10087","","69","6","6","180","1","","","","","","","","",""
"2018091813","3","6","","1000","","","","","","232","179","10162","10079","","72","6","6","180","0","","","","","","","","",""
"2018091814","4","8","","1000","","","","","","226","177","10162","10079","","74","3","3","180","0","","","","","","","","",""
"2018091815","2","8","","1000","","","","","","221","172","10161","10078","","74","4","1","30","6","4","180","0","","","","","",""
"2018091816","2","4","","1000","","","","","","216","173","10162","10079","","77","3","1","30","6","3","180","0","","","","","",""
"2018091817","34","5","","1000","","","","","","210","174","10164","10080","","80","4","3","30","6","4","120","3","","","","","",""
"2018091818","33","4","","1000","","","","","","205","171","10163","10079","","81","3","2","30","6","3","120","3","","","","","",""
"2018091819","26","3","","1000","","","","","","198","173","10165","10081","","86","3","2","30","6","3","120","3","","","","","",""
"2018091820","26","5","","1000","","","","","","191","172","10167","10083","","89","3","2","30","6","3","120","3","","","","","",""
"2018091821","23","5","","1000","","","","","","184","167","10168","10084","","90","3","2","30","6","3","120","3","","","","","",""
"2018091822","24","5","","1000","","","","","","182","164","10166","10082","","90","6","4","120","3","6","180","0","","","","","",""
"2018091823","24","5","","1000","","","","","","178","157","10162","10078","","88","6","4","120","3","6","180","0","","","","","",""
"2018091824","24","6","","","","","","","","176","154","10159","10075","","87","","","","","","","","","","","","",""
"2018091901","24","5","","","","","","","","179","152","10159","10075","","85","","","","","","","","","","","","",""
"2018091902","25","4","","","","","","","","173","145","10163","10079","","84","","","","","","","","","","","","",""
"2018091903","24","5","","","","","","","","170","143","10158","10074","","84","","","","","","","","","","","","",""
"2018091904","25","2","","","","","","","","164","141","10159","10075","","87","","","","","","","","","","","","",""
"2018091905","23","6","","","","","","","","160","138","10160","10075","","87","","","","","","","","","","","","",""
"2018091906","24","3","","","","","","","","162","137","10160","10075","","85","","","","","","","","","","","","",""
"2018091907","24","4","","","","","","","","174","141","10163","10079","","81","","","","","","","","","","","","",""
"2018091908","21","3","","1000","","","","","","205","153","10164","10080","","73","3","3","180","0","","","","","","","","",""
"2018091909","8","4","","1000","","","","","","221","172","10160","10077","","74","3","3","180","0","","","","","","","","",""
"2018091910","10","5","","1000","","","","","","224","175","10160","10077","","74","3","3","180","0","","","","","","","","",""
"2018091911","9","7","","1000","","","","","","223","175","10157","10074","","74","3","3","180","1","","","","","","","","",""
"2018091912","9","7","","1000","","","","","","227","169","10152","10069","","70","3","3","180","0","","","","","","","","",""
"2018091913","9","6","","1000","","","","","","226","177","10148","10065","","74","3","3","180","0","","","","","","","","",""
"2018091914","8","5","","1000","","","","","","227","182","10142","10059","","76","3","2","30","6","3","180","0","","","","","",""
"2018091915","9","7","","1000","","","","","","224","179","10139","10056","","76","4","2","30","6","4","180","0","","","","","",""
"2018091916","9","6","","1000","","","","","","218","181","10140","10057","","80","6","2","30","6","6","180","0","","","","","",""
"2018091917","9","4","","1000","","","","","","213","181","10142","10059","","83","7","4","30","6","7","120","4","","","","","",""
"2018091918","9","4","","1000","","","","","","210","182","10140","10057","","84","7","4","30","6","7","120","4","","","","","",""
"2018091919","25","1","","1000","","","","","","209","186","10139","10056","","87","7","4","30","6","7","120","4","","","","","",""
"2018091920","26","3","","1000","","","","","","204","186","10139","10056","","89","7","4","30","6","7","120","4","","","","","",""
"2018091921","25","2","","1000","","","","","","204","187","10139","10056","","90","7","4","30","6","7","120","4","","","","","",""
"2018091922","22","4","","900","","","","","","203","187","10139","10056","0","91","","","","","","","","","","","","",""
"2018091923","24","5","","700","","","","","","196","188","10139","10055","0","95","","","","","","","","","","","","",""
"2018091924","27","3","","","","","","","","193","187","10132","10048","5","97","","","","","","","","","","","","",""
"2018092001","29","4","","","","","","","","194","189","10132","10048","5","98","","","","","","","","","","","","",""
"2018092002","23","3","","","","","","","","191","186","10126","10042","","97","","","","","","","","","","","","",""
"2018092003","29","1","","","","","","","","192","188","10127","10043","5","98","","","","","","","","","","","","",""
"2018092004","25","4","","","","","","","","190","187","10122","10038","","98","","","","","","","","","","","","",""
"2018092005","29","3","","","","","","","","190","186","10127","10043","10","98","","","","","","","","","","","","",""
"2018092006","16","3","","","","","","","","185","181","10129","10045","20","98","","","","","","","","","","","","",""
"2018092007","22","4","","","","","","","","174","169","10135","10051","40","97","","","","","","","","","","","","",""
"2018092008","0","0","","150","","","","","63","169","164","10145","10061","55","97","8","2","10","7","6","25","6","8","80","4","","",""
"2018092009","23","4","","450","","","","","63","170","167","10139","10055","40","99","8","2","10","7","6","30","6","8","80","4","","",""
"2018092010","25","5","","600","","","","","61","177","168","10143","10059","10","95","8","2","10","7","6","30","6","8","80","4","","",""
"2018092011","29","3","","600","","","","","61","182","170","10147","10063","10","93","8","2","10","7","6","30","6","8","80","4","","",""
"2018092012","26","4","","600","","","","","61","183","168","10141","10057","5","91","8","2","10","7","6","30","6","8","80","4","","",""
"2018092013","29","6","","700","","","","","61","177","162","10134","10050","5","91","8","2","10","7","6","30","6","8","80","4","","",""
"2018092014","25","5","","700","","","","","61","177","166","10130","10046","0","94","8","2","10","7","6","30","6","8","80","4","","",""
"2018092015","24","5","","350","","","","","61","176","168","10128","10044","5","95","8","2","10","7","6","25","6","8","80","4","","",""
"2018092016","25","3","","450","","","","","61","177","171","10128","10044","5","97","8","2","10","7","6","25","6","8","80","4","","",""
"2018092017","28","3","","300","","","","","61","173","168","10136","10052","5","97","8","2","10","7","6","25","6","8","80","4","","",""
"2018092018","29","5","","500","","","","","61","173","168","10135","10051","5","97","8","2","10","7","6","30","6","8","80","4","","",""
"2018092019","30","5","","450","","","","","61","173","169","10138","10054","0","98","8","2","10","7","6","25","6","8","80","4","","",""
"2018092020","30","5","","","","","","","","172","169","10140","10056","5","98","","","","","","","","","","","","",""
"2018092021","24","5","","300","","","","","61","170","168","10142","10058","15","99","8","2","10","7","6","25","6","8","80","4","","",""
"2018092022","27","6","","900","","","","","","170","168","10141","10057","0","99","","","62","","","70","","","","","","",""
"2018092023","28","2","","","","","","","","173","170","10136","10052","","99","","","","","","","","","","","","",""
"2018092024","27","3","","","","","","","","174","170","10132","10048","10","98","","","","","","","","","","","","",""
"2018092101","26","4","","1000","","","","","","175","173","10134","10050","0","99","","","57","","","","","","","","","",""
"2018092102","26","2","","","","","","","","177","174","10130","10046","10","98","","","","","","","","","","","","",""
"2018092103","24","3","","900","","","","","","178","175","10127","10043","0","98","","","22","","","","","","","","","",""
"2018092104","25","4","","1000","","","","","","178","175","10124","10040","0","98","","","","","","","","","","","","",""
"2018092105","24","4","","","","","","","","176","173","10122","10038","15","99","","","","","","","","","","","","",""
"2018092106","5","2","","","","","","","","178","176","10122","10038","20","99","","","","","","","","","","","","",""
"2018092107","31","2","","","","","","","","179","177","10122","10038","25","99","","","","","","","","","","","","",""
"2018092108","13","3","","600","","","","","63","178","176","10125","10041","25","99","8","2","15","7","6","25","6","8","80","4","","",""
"2018092109","10","3","","700","","","","","61","182","178","10127","10043","15","98","8","2","10","7","6","25","6","8","80","4","","",""
"2018092110","9","5","","700","","","","","61","180","171","10128","10044","15","95","8","4","10","7","6","30","6","8","80","4","","",""
"2018092111","11","5","","700","","","","","61","177","167","10126","10042","20","94","8","4","10","7","6","30","6","8","80","4","","",""
"2018092112","18","5","","700","","","","","63","180","176","10118","10034","30","98","8","4","10","7","6","25","6","8","80","4","","",""
"2018092113","13","5","","700","","","","","61","176","169","10114","10030","20","96","8","2","10","7","6","25","6","8","80","4","","",""
"2018092114","20","3","","800","","","","","61","177","169","10111","10027","5","95","8","2","15","7","6","25","6","8","80","4","","",""
"2018092115","36","3","","500","","","","","61","179","171","10113","10029","0","95","8","4","10","7","6","25","6","8","80","4","","",""
"2018092116","9","7","","200","","","","","63","168","163","10115","10031","25","97","8","4","5","7","6","25","6","8","80","4","","",""
"2018092117","10","7","","500","","","","","61","169","166","10112","10028","5","99","8","4","8","7","6","25","6","8","80","4","","",""
"2018092118","21","4","","700","","","","","61","169","165","10114","10030","0","98","8","2","15","7","6","25","6","8","80","4","","",""
"2018092119","25","4","","600","","","","","61","168","165","10117","10033","0","99","8","2","15","7","6","25","6","8","80","4","","",""
"2018092120","24","5","","800","","","","","61","167","164","10116","10032","0","98","8","2","15","7","6","25","6","8","80","4","","",""
"2018092121","24","4","","","","","","","","167","163","10116","10032","","98","","","","","","","","","","","","",""
"2018092122","24","4","","","","","","","","168","163","10115","10031","","97","","","","","","","","","","","","",""
"2018092123","25","4","","","","","","","","167","163","10112","10028","","98","","","","","","","","","","","","",""
"2018092124","25","6","","","","","","","","171","164","10107","10023","","96","","","","","","","","","","","","",""
"2018092201","24","5","","","","","","","","182","158","10106","10022","","86","","","","","","","","","","","","",""
"2018092202","29","6","","","","","","","","191","152","10107","10024","","78","","","","","","","","","","","","",""
"2018092203","34","4","","","","","","","","195","146","10110","10027","","73","","","","","","","","","","","","",""
"2018092204","31","5","","","","","","","","185","143","10114","10030","","77","","","","","","","","","","","","",""
"2018092205","22","6","","","","","","","","175","147","10113","10029","","84","","","","","","","","","","","","",""
"2018092206","25","6","","1000","","","","","","184","146","10118","10034","","79","3","3","180","0","","","","","","","","",""
"2018092207","24","7","","1000","","","","","","192","147","10122","10038","","75","3","3","180","0","","","","","","","","",""
"2018092208","26","4","","1000","","","","","","207","148","10126","10043","","69","3","1","30","6","3","180","0","","","","","",""
"2018092209","26","7","","1000","","","","","","224","154","10127","10044","","65","3","2","30","6","3","180","0","","","","","",""
"2018092210","28","4","","1000","","","","","","238","145","10132","10049","","56","3","2","30","6","3","180","0","","","","","",""
"2018092211","26","9","","1000","","","","","","240","132","10132","10049","","51","3","3","30","6","","","","","","","","",""
"2018092212","25","10","","1000","","","","","","246","107","10131","10048","","42","2","2","30","6","","","","","","","","",""
"2018092213","28","8","","1000","","","","","","253","105","10126","10044","","39","1","1","30","6","","","","","","","","",""
"2018092214","26","10","","1000","","","","","","253","96","10123","10041","","37","0","","","","","","","","","","","",""
"2018092215","25","8","","1000","","","","","","256","99","10120","10038","","37","0","","","","","","","","","","","",""
"2018092216","25","9","","1000","","","","","","251","111","10122","10040","","42","2","2","180","0","","","","","","","","",""
"2018092217","26","6","","1000","","","","","","247","113","10125","10043","","43","2","2","180","0","","","","","","","","",""
"2018092218","24","7","","1000","","","","","","230","115","10132","10049","","48","2","2","180","0","","","","","","","","",""
"2018092219","18","3","","1000","","","","","","217","105","10137","10054","","49","2","2","180","0","","","","","","","","",""
"2018092220","23","3","","1000","","","","","","210","95","10143","10060","","48","2","2","180","0","","","","","","","","",""
"2018092221","27","2","","1000","","","","","","208","91","10149","10066","","47","2","2","200","0","","","","","","","","",""
"2018092222","3","3","","1000","","","","","","198","91","10153","10069","","50","2","2","200","0","","","","","","","","",""
"2018092223","34","4","","1000","","","","","","199","94","10158","10074","","51","2","2","200","0","","","","","","","","",""
"2018092224","36","5","","1000","","","","","","193","100","10156","10072","","55","2","2","200","0","","","","","","","","",""
"2018092301","31","6","","1000","","","","","","193","91","10156","10072","","52","2","2","200","0","","","","","","","","",""
"2018092302","26","7","","1000","","","","","","189","81","10159","10075","","50","2","2","200","0","","","","","","","","",""
"2018092303","28","8","","","","","","","","186","83","10162","10078","","51","","","","","","","","","","","","",""
"2018092304","25","6","","","","","","","","176","78","10160","10076","","53","","","","","","","","","","","","",""
"2018092305","25","7","","","","","","","","175","72","10159","10075","","51","","","","","","","","","","","","",""
"2018092306","24","6","","","","","","","","175","75","10161","10077","","52","","","","","","","","","","","","",""
"2018092307","22","5","","1000","","","","","","173","73","10161","10077","","52","7","3","30","6","7","120","4","","","","","",""
"2018092308","18","4","","1000","","","","","","178","76","10159","10075","","52","7","3","30","6","7","120","4","","","","","",""
"2018092309","24","3","","1000","","","","","","186","89","10159","10075","","53","7","3","30","6","7","120","4","","","","","",""
"2018092310","16","4","","1000","","","","","","212","101","10156","10073","","49","6","6","30","6","","","","","","","","",""
"2018092311","9","2","","1000","","","","","","223","101","10153","10070","","46","6","6","30","6","","","","","","","","",""
"2018092312","18","3","","1000","","","","","","221","125","10151","10068","","55","6","6","30","6","","","","","","","","",""
"2018092313","33","4","","1000","","","","","","241","114","10144","10061","","45","4","4","30","6","","","","","","","","",""
"2018092314","1","5","","1000","","","","","","209","113","10139","10056","","54","4","4","30","6","","","","","","","","",""
"2018092315","6","2","","1000","","","","","","232","113","10131","10048","","47","3","3","30","6","","","","","","","","",""
"2018092316","24","5","","1000","","","","","","239","84","10128","10045","","37","3","1","30","6","3","180","0","","","","","",""
"2018092317","23","5","","1000","","","","","","232","84","10129","10046","","39","3","1","30","6","3","180","0","","","","","",""
"2018092318","25","4","","1000","","","","","","211","89","10131","10048","","46","3","1","30","6","3","180","0","","","","","",""
"2018092319","24","5","","1000","","","","","","185","99","10137","10053","","57","3","1","30","6","3","180","0","","","","","",""
"2018092320","24","6","","1000","","","","","","180","100","10144","10060","","60","3","1","30","6","3","180","0","","","","","",""
"2018092321","25","6","","1000","","","","","","179","90","10151","10067","","56","3","3","180","0","","","","","","","","",""
"2018092322","26","6","","1000","","","","","","179","87","10153","10069","","55","3","3","180","0","","","","","","","","",""
"2018092323","26","6","","","","","","","","179","88","10156","10072","","56","","","","","","","","","","","","",""
"2018092324","23","6","","","","","","","","169","79","10159","10075","","55","","","","","","","","","","","","",""
"2018092401","23","6","","1000","200","","","","","167","70","10160","10076","","53","","","","","","","","","","","","",""
"2018092402","24","7","","","","","","","","157","77","10165","10080","","59","","","","","","","","","","","","",""
"2018092403","24","7","","","","","","","","159","80","10166","10081","","60","","","","","","","","","","","","",""
"2018092404","24","6","","","","","","","","151","81","10166","10081","","63","","","","","","","","","","","","",""
"2018092405","25","7","","","","","","","","161","78","10169","10084","","58","","","","","","","","","","","","",""
"2018092406","31","5","","","","","","","","165","74","10173","10088","","55","","","","","","","","","","","","",""
"2018092407","24","6","","","","","","","","145","81","10177","10092","","66","","","","","","","","","","","","",""
"2018092408","26","6","","1000","","","","","","169","84","10179","10094","","57","2","2","200","0","","","","","","","","",""
"2018092409","26","9","","1000","","","","","","187","84","10179","10095","","51","2","2","200","0","","","","","","","","",""
"2018092410","27","7","","1000","","","","","","205","79","10179","10095","","44","2","2","200","0","","","","","","","","",""
"2018092411","25","9","","1000","","","","","","205","62","10177","10093","","40","1","1","200","0","","","","","","","","",""
"2018092412","25","11","","1000","","","","","","215","54","10174","10090","","35","1","1","200","0","","","","","","","","",""
"2018092413","14","5","","1000","","","","","","225","87","10171","10088","","41","1","1","200","0","","","","","","","","",""
"2018092414","5","5","","1000","","","","","","213","80","10166","10083","","42","3","3","200","0","","","","","","","","",""
"2018092415","5","7","","1000","","","","","","206","85","10170","10086","","46","3","3","200","0","","","","","","","","",""
"2018092416","5","6","","1000","","","","","","197","87","10174","10090","","49","3","3","200","0","","","","","","","","",""
"2018092417","4","3","","1000","","","","","","195","90","10178","10094","","51","2","2","200","0","","","","","","","","",""
"2018092418","4","2","","1000","","","","","","185","94","10182","10098","","55","1","1","30","6","","","","","","","","",""
"2018092419","26","2","","1000","","","","","","156","107","10186","10101","","73","0","","","","","","","","","","","",""
"2018092420","25","6","","1000","","","","","","151","105","10192","10107","","74","0","","","","","","","","","","","",""
"2018092421","24","7","","","","","","","","146","104","10197","10112","","76","","","","","","","","","","","","",""
"2018092422","24","7","","","","","","","","136","101","10198","10113","","80","","","","","","","","","","","","",""
"2018092423","25","7","","","","","","","","136","98","10198","10113","","78","","","","","","","","","","","","",""
"2018092424","24","6","","","","","","","","134","97","10201","10116","","78","","","","","","","","","","","","",""
"2018092501","24","6","","","","","","","","128","94","10200","10114","","80","","","","","","","","","","","","",""
"2018092502","25","5","","","","","","","","129","90","10202","10116","","77","","","","","","","","","","","","",""
"2018092503","25","6","","","","","","","","128","81","10202","10116","","73","","","","","","","","","","","","",""
"2018092504","27","8","","","","","","","","127","79","10203","10117","","73","","","","","","","","","","","","",""
"2018092505","26","8","","","","","","","","129","75","10203","10117","","70","","","","","","","","","","","","",""
"2018092506","27","8","","","","","","","","131","77","10207","10121","","70","","","","","","","","","","","","",""
"2018092507","26","7","","","","","","","","140","86","10210","10125","","70","","","","","","","","","","","","",""
"2018092508","27","6","","1000","","","","","","169","104","10214","10129","","66","2","2","30","6","","","","","","","","",""
"2018092509","32","6","","1000","","","","","","188","112","10215","10131","","62","3","3","30","6","","","","","","","","",""
"2018092510","35","6","","1000","","","","","","196","118","10220","10136","","61","4","4","30","6","","","","","","","","",""
"2018092511","2","5","","1000","","","","","","198","118","10222","10138","","60","4","4","30","6","","","","","","","","",""
"2018092512","1","6","","1000","","","","","","204","127","10218","10134","","62","4","4","30","6","","","","","","","","",""
"2018092513","6","6","","1000","","","","","","209","113","10210","10126","","54","3","3","30","6","","","","","","","","",""
"2018092514","5","5","","1000","","","","","","207","105","10205","10121","","52","3","3","30","6","","","","","","","","",""
"2018092515","4","5","","1000","","","","","","201","108","10204","10120","","55","3","3","30","6","","","","","","","","",""
"2018092516","4","5","","1000","","","","","","191","116","10204","10120","","62","3","3","30","6","","","","","","","","",""
"2018092517","4","3","","1000","","","","","","188","113","10204","10120","","62","3","3","30","6","","","","","","","","",""
"2018092518","3","4","","1000","","","","","","182","121","10206","10122","","68","5","5","30","6","","","","","","","","",""
"2018092519","6","5","","1000","","","","","","184","122","10210","10126","","67","5","5","30","6","","","","","","","","",""
"2018092520","8","6","","1000","","","","","","185","118","10216","10132","","65","6","4","30","6","6","100","3","","","","","",""
"2018092521","19","4","","1000","","","","","","167","130","10223","10138","","79","7","5","25","6","7","80","4","","","","","",""
"2018092522","9","9","","1000","","","","","","183","134","10222","10137","","73","7","5","30","6","7","100","4","","","","","",""
"2018092523","19","8","","700","","","","","","164","135","10226","10141","0","83","","","32","","","","","","","","","",""
"2018092524","26","7","","","","","","","","153","135","10223","10138","","89","","","","","","","","","","","","",""
"2018092601","26","6","","","","","","","","153","134","10223","10138","","89","","","","","","","","","","","","",""
"2018092602","25","7","","1000","","","","","","146","130","10224","10139","0","90","","","44","","","51","","","","","","",""
"2018092603","24","7","","","","","","","","144","125","10222","10137","","89","","","","","","","","","","","","",""
"2018092604","24","5","","","","","","","","145","124","10224","10139","","88","","","","","","","","","","","","",""
"2018092605","25","6","","","","","","","","149","124","10228","10143","","85","","","","","","","","","","","","",""
"2018092606","24","5","","1000","","","","","","147","123","10229","10144","","86","8","6","25","6","8","100","4","","","","","",""
"2018092607","24","5","","1000","","","","","","148","121","10234","10149","","84","8","6","25","6","8","100","4","","","","","",""
"2018092608","24","5","","1000","","","","","","155","122","10233","10148","","81","8","6","25","6","8","100","4","","","","","",""
"2018092609","25","4","","1000","","","","","","165","124","10236","10151","","77","8","6","25","6","8","100","4","","","","","",""
"2018092610","33","1","","1000","","","","","","188","121","10237","10152","","65","7","4","30","6","7","100","4","","","","","",""
"2018092611","5","2","","1000","","","","","","194","116","10233","10149","","60","7","4","30","6","7","100","4","","","","","",""
"2018092612","4","5","","1000","","","","","","198","110","10228","10144","","57","7","3","30","6","7","180","0","","","","","",""
"2018092613","5","4","","1000","","","","","","202","106","10221","10137","","54","7","3","30","6","7","180","0","","","","","",""
"2018092614","5","6","","1000","","","","","","193","102","10219","10135","","56","6","3","30","6","6","180","0","","","","","",""
"2018092615","5","5","","1000","","","","","","194","105","10217","10133","","57","6","3","30","6","6","180","0","","","","","",""
"2018092616","5","4","","1000","","","","","","186","106","10217","10133","","60","6","3","30","6","6","180","0","","","","","",""
"2018092617","4","4","","1000","","","","","","185","108","10217","10133","","61","6","3","30","6","6","180","1","","","","","",""
"2018092618","3","3","","1000","","","","","","179","100","10219","10134","","60","6","2","30","6","6","180","1","","","","","",""
"2018092619","34","3","","1000","","","","","","166","107","10219","10134","","68","6","2","30","6","6","180","1","","","","","",""
"2018092620","30","5","","1000","","","","","","158","110","10220","10135","","74","6","2","30","6","6","180","1","","","","","",""
"2018092621","28","4","","1000","","","","","","151","105","10223","10138","","74","6","2","30","6","6","180","1","","","","","",""
"2018092622","26","6","","1000","","","","","","148","105","10222","10137","","76","6","2","30","6","6","180","1","","","","","",""
"2018092623","25","6","","","","","","","","145","105","10219","10134","","77","","","","","","","","","","","","",""
"2018092624","26","6","","","","","","","","141","101","10216","10131","","77","","","","","","","","","","","","",""
"2018092701","26","7","","","","","","","","139","99","10213","10128","","77","","","","","","","","","","","","",""
"2018092702","25","8","","","","","","","","140","99","10208","10123","","77","","","","","","","","","","","","",""
"2018092703","36","4","","","","","","","","139","113","10209","10124","15","85","","","","","","","","","","","","",""
"2018092704","25","8","","1000","","","","","","133","122","10208","10122","5","93","","","44","","","","","","","","","",""
"2018092705","21","7","","1000","","","","","","134","125","10207","10122","0","95","","","27","","","40","","","51","","","",""
"2018092706","23","7","","1000","","","","","","139","127","10206","10121","","93","7","4","30","6","7","120","4","","","","","",""
"2018092707","24","6","","1000","","","","","","145","127","10208","10123","","89","7","4","30","6","7","120","4","","","","","",""
"2018092708","25","6","","1000","","","","","","154","132","10212","10127","","87","7","4","30","6","7","120","4","","","","","",""
"2018092709","27","6","","1000","","","","","","160","130","10215","10130","","83","6","6","30","6","","","","","","","","",""
"2018092710","36","5","","1000","","","","","","194","137","10217","10133","","70","4","4","30","6","","","","","","","","",""
"2018092711","1","5","","1000","","","","","","199","129","10215","10131","","64","3","3","30","6","","","","","","","","",""
"2018092712","2","5","","1000","","","","","","201","120","10212","10128","","60","3","3","30","6","","","","","","","","",""
"2018092713","3","5","","1000","","","","","","199","108","10209","10125","","56","3","3","30","6","","","","","","","","",""
"2018092714","4","5","","1000","","","","","","202","102","10204","10120","","53","3","3","30","6","","","","","","","","",""
"2018092715","5","4","","1000","","","","","","200","109","10203","10119","","56","3","3","30","6","","","","","","","","",""
"2018092716","4","4","","1000","","","","","","196","94","10204","10120","","52","2","2","30","6","","","","","","","","",""
"2018092717","3","2","","1000","","","","","","192","91","10206","10122","","52","2","2","30","6","","","","","","","","",""
"2018092718","1","3","","1000","","","","","","180","86","10207","10122","","54","2","2","30","6","","","","","","","","",""
"2018092719","24","4","","1000","","","","","","144","106","10207","10122","","78","1","1","30","6","","","","","","","","",""
"2018092720","24","6","","1000","","","","","","141","104","10209","10124","","78","1","1","30","6","","","","","","","","",""
"2018092721","24","6","","1000","","","","","","136","99","10211","10126","","79","1","1","30","6","","","","","","","","",""
"2018092722","25","7","","1000","","","","","","135","96","10213","10127","","78","1","1","30","6","","","","","","","","",""
"2018092723","24","7","","","","","","","","134","93","10210","10124","","77","","","","","","","","","","","","",""
"2018092724","25","8","","","","","","","","135","92","10212","10126","","76","","","","","","","","","","","","",""
"2018092801","25","7","","","","","","","","131","92","10208","10122","","77","","","","","","","","","","","","",""
"2018092802","24","8","","","","","","","","132","94","10209","10123","","78","","","","","","","","","","","","",""
"2018092803","24","8","","","","","","","","130","92","10207","10121","","78","","","","","","","","","","","","",""
"2018092804","24","8","","","","","","","","128","92","10204","10118","","79","","","","","","","","","","","","",""
"2018092805","24","9","","","","","","","","129","92","10206","10120","","79","","","","","","","","","","","","",""
"2018092806","24","7","","","","","","","","129","92","10205","10119","","78","","","","","","","","","","","","",""
"2018092807","24","7","","","","","","","","133","97","10204","10119","","79","","","","","","","","","","","","",""
"2018092808","25","7","","1000","","","","","","157","109","10206","10121","","74","6","2","30","6","6","230","0","","","","","",""
"2018092809","25","6","","1000","","","","","","181","115","10213","10128","","66","7","2","30","6","7","210","0","","","","","",""
"2018092810","26","4","","1000","","","","","","187","117","10211","10127","","64","7","2","30","6","7","200","0","","","","","",""
"2018092811","4","2","","1000","","","","","","201","123","10206","10122","","61","7","2","30","6","7","200","0","","","","","",""
